# Fermi-Hubbard model DMRG. L=14, N=7
# V; μ; E; k; D; ρ [calculated 2025-05-29T14:54:56.530]
-2.793103448275862; 1.8620689655172413; -59.72413791466546; 4.509651911159078e-12; 4.430667130070248; 0.9285714285711603
-2.793103448275862; 1.9655172413793103; -61.068965494820006; -8.210099267103034e-13; 4.432334224511423; 0.9285714285710753
-2.793103448275862; 2.0689655172413794; -62.41379310167404; 3.1574002671656307e-12; 4.435626424144751; 0.928571428571402
-2.793103448275862; 2.1724137931034484; -63.75862067193105; -2.2365812905415323e-12; 4.434079173758063; 0.9285714285711706
-2.793103448275862; 2.2758620689655173; -65.10344826334205; 7.963259681294707e-13; 4.436398518805594; 0.928571428571253
-2.793103448275862; 2.3793103448275863; -66.4482758514486; 3.123057368270566e-13; 4.431042876971614; 0.9285714285712853
-2.793103448275862; 2.4827586206896552; -67.79310343112374; -7.75934871910522e-13; 4.427083180784374; 0.928571428571205
-2.793103448275862; 2.586206896551724; -69.13793094381569; -8.801441057452546e-12; 4.419399129462794; 0.9285714285702945
-2.793103448275862; 2.689655172413793; -70.4827585832684; 6.604568743758441e-12; 4.441086170315095; 0.9285714285709777
-2.793103448275862; 2.793103448275862; -71.82758611868623; -5.5721353457253534e-12; 4.440074721934209; 0.9285714285704013
-2.793103448275862; 2.896551724137931; -73.1724137648138; 6.866433347833361e-12; 4.447396608170161; 0.9285714285711116
-2.793103448275862; 3.0; -74.51724130251931; -4.964695321518776e-12; 4.426905110867047; 0.928571428570598
-2.586206896551724; 0.0; -33.03448275690344; NaN; 4.42930942664145; 0.9285714285712564
-2.586206896551724; 0.10344827586206896; -34.37931034326538; 7.51036270211595e-12; 4.429513410138181; 0.928571428571375
-2.586206896551724; 0.20689655172413793; -35.72413792964034; -4.292862361883938e-15; 4.429369241632984; 0.9285714285713745
-2.586206896551724; 0.3103448275862069; -37.06896551413684; -1.8276861505720867e-12; 4.429798848590338; 0.9285714285711855
-2.586206896551724; 0.41379310344827586; -38.41379310131259; 1.6033840921636513e-12; 4.430391552966355; 0.9285714285713513
-2.586206896551724; 0.5172413793103449; -39.758620686052815; -9.648208158334149e-13; 4.4294931171053955; 0.9285714285712515
-2.586206896551724; 0.6206896551724138; -41.10344827021283; -8.156438487579484e-14; 4.429836595475147; 0.9285714285712431
-2.586206896551724; 0.7241379310344828; -42.448275856671806; -7.920331057675868e-13; 4.4291215000635535; 0.9285714285711612
-2.586206896551724; 0.8275862068965517; -43.793103446151925; 2.174334786294215e-12; 4.430756958811975; 0.9285714285713861
-2.586206896551724; 0.9310344827586207; -45.137931024782816; -2.2644848958937778e-12; 4.429814766440881; 0.9285714285711518
-2.586206896551724; 1.0344827586206897; -46.48275861235777; -8.070581240341797e-13; 4.429587697607553; 0.9285714285710683
-2.586206896551724; 1.1379310344827587; -47.82758619658139; 8.811099997766786e-13; 4.429715931073991; 0.9285714285711595
-2.586206896551724; 1.2413793103448276; -49.172413773799775; -2.047695346618639e-12; 4.4292937416131055; 0.9285714285709477
-2.586206896551724; 1.3448275862068966; -50.51724136462508; 1.27498012147953e-12; 4.428983078672747; 0.9285714285710795
-2.586206896551724; 1.4482758620689655; -51.86206894901684; -2.261265249122365e-12; 4.429718518681775; 0.9285714285708456
-2.586206896551724; 1.5517241379310345; -53.20689653637813; 2.39756362911218e-12; 4.429569064018889; 0.9285714285710936
-2.586206896551724; 1.6551724137931034; -54.551724121362604; -5.520620997382746e-12; 4.433365484655047; 0.9285714285705226
-2.586206896551724; 1.7586206896551724; -55.89655171809559; 7.587634224629863e-12; 4.447754832466641; 0.9285714285713075
-2.586206896551724; 1.8620689655172413; -57.24137929337171; -1.979009548828496e-12; 4.428412634598962; 0.9285714285711028
-2.586206896551724; 1.9655172413793103; -58.58620689634196; 3.11661807472774e-12; 4.436947051029162; 0.9285714285714252
-2.586206896551724; 2.0689655172413794; -59.93103445075733; -5.430470887783171e-12; 4.4264470417866315; 0.9285714285708634
-2.586206896551724; 2.1724137931034484; -61.275862056065264; 3.3452129954980596e-12; 4.431452295588043; 0.9285714285712094
-2.586206896551724; 2.2758620689655173; -62.620689654399335; 1.9951077826855607e-12; 4.437412856369325; 0.9285714285714158
-2.586206896551724; 2.3793103448275863; -63.965517221811986; -2.839728452386226e-12; 4.429243172319191; 0.9285714285711221
-2.586206896551724; 2.4827586206896552; -65.31034477256279; -8.250881459540931e-12; 4.4259601777567905; 0.9285714285702685
-2.586206896551724; 2.586206896551724; -66.65517236000476; 3.686495553267833e-12; 4.422643127088316; 0.9285714285706499
-2.586206896551724; 2.689655172413793; -67.99999998579268; 5.631162203201257e-12; 4.444100708382705; 0.9285714285712324
-2.586206896551724; 2.793103448275862; -69.34482744198716; -1.674001678016642e-11; 4.406424532768762; 0.9285714285695007
-2.586206896551724; 2.896551724137931; -70.68965502855926; 7.018829961680241e-13; 4.401784258232702; 0.9285714285695733
-2.586206896551724; 3.0; -72.0344827299103; 1.4487337255767825e-11; 4.430875135609513; 0.928571428571072
-2.3793103448275863; 0.0; -30.551724137215686; NaN; 4.429389391691065; 0.9285714285713881
-2.3793103448275863; 0.10344827586206896; -31.896551723908345; 3.334480839593349e-12; 4.429423284509087; 0.928571428571417
-2.3793103448275863; 0.20689655172413793; -33.24137930978291; -1.534698294373508e-13; 4.42945544522371; 0.9285714285714011
-2.3793103448275863; 0.3103448275862069; -34.58620689536092; -4.1211478674085806e-13; 4.4294959687866795; 0.9285714285713584
-2.3793103448275863; 0.41379310344827586; -35.931034481749556; -3.54161144855425e-14; 4.429920322400211; 0.9285714285713548
-2.3793103448275863; 0.5172413793103449; -37.27586206652317; -2.5542531053209423e-13; 4.429716981117729; 0.9285714285713284
-2.3793103448275863; 0.6206896551724138; -38.62068965040382; -9.701868937857703e-13; 4.429399286634479; 0.928571428571228
-2.3793103448275863; 0.7241379310344828; -39.96551723691948; -6.868579779014303e-14; 4.429715402926992; 0.9285714285712209
-2.3793103448275863; 0.8275862068965517; -41.31034482131771; -1.3951802676122801e-13; 4.4289998418710015; 0.9285714285712064
-2.3793103448275863; 0.9310344827586207; -42.655172407555334; 1.2556622408510523e-13; 4.429497231339269; 0.9285714285712194
-2.3793103448275863; 1.0344827586206897; -43.99999999716644; 1.1215102920421779e-12; 4.430491924334725; 0.9285714285713355
-2.3793103448275863; 1.1379310344827587; -45.344827577173085; -3.2958450783363946e-12; 4.4283163305875135; 0.9285714285709945
-2.3793103448275863; 1.2413793103448276; -46.68965516584466; 2.4243940188739547e-12; 4.429107035398543; 0.9285714285712453
-2.3793103448275863; 1.3448275862068966; -48.03448274970492; -6.664668816824816e-13; 4.4286570525924525; 0.9285714285711764
-2.3793103448275863; 1.4482758620689655; -49.3793103395612; 1.051751278661565e-12; 4.430017381130597; 0.9285714285712852
-2.3793103448275863; 1.5517241379310345; -50.72413792853244; 7.598366380534572e-13; 4.430341011798613; 0.9285714285713638
-2.3793103448275863; 1.6551724137931034; -52.068965511181354; -8.253027890721873e-13; 4.430529691532881; 0.9285714285712784
-2.3793103448275863; 1.7586206896551724; -53.41379309783763; 1.6634841652300264e-13; 4.42829502188742; 0.9285714285712956
-2.3793103448275863; 1.8620689655172413; -54.7586206888546; 1.1161442140898241e-12; 4.4295417894452935; 0.9285714285714111
-2.3793103448275863; 1.9655172413793103; -56.103448273437046; -3.326968330460053e-13; 4.429581392657426; 0.9285714285713766
-2.3793103448275863; 2.0689655172413794; -57.448275849805555; -1.957545237019072e-12; 4.427511145485822; 0.9285714285711741
-2.3793103448275863; 2.1724137931034484; -58.793103442031914; 1.2921515709270657e-12; 4.4324004085182525; 0.9285714285713078
-2.3793103448275863; 2.2758620689655173; -60.137931028674274; 9.766261873285961e-14; 4.428187159582023; 0.9285714285713179
-2.3793103448275863; 2.3793103448275863; -61.482758588793466; -4.5686787686349825e-12; 4.430554139426233; 0.9285714285708453
-2.3793103448275863; 2.4827586206896552; -62.827586192270445; 3.1563270515751664e-12; 4.43421428094832; 0.9285714285711718
-2.3793103448275863; 2.586206896551724; -64.17241379308477; 2.4844940919403297e-12; 4.434246007269849; 0.9285714285714288
-2.3793103448275863; 2.689655172413793; -65.51724133638426; -6.721549243119778e-12; 4.430630478543564; 0.9285714285707335
-2.3793103448275863; 2.793103448275862; -66.86206892126127; 6.439293542825909e-14; 4.4359348088652135; 0.9285714285707402
-2.3793103448275863; 2.896551724137931; -68.2068965499024; 6.392072056845186e-12; 4.457080342786577; 0.9285714285714014
-2.3793103448275863; 3.0; -69.55172412025301; -2.1968723136941057e-12; 4.438073063557105; 0.9285714285711741
-2.1724137931034484; 0.0; -28.068965517225188; NaN; 4.429475162451261; 0.9285714285714278
-2.1724137931034484; 0.10344827586206896; -29.413793103345654; 2.390051119978883e-12; 4.429439456276456; 0.9285714285714214
-2.1724137931034484; 0.20689655172413793; -30.758620689652773; 7.190544456155597e-14; 4.429462002528098; 0.9285714285714288
-2.1724137931034484; 0.3103448275862069; -32.10344827576199; -7.083222897108497e-14; 4.42946145953673; 0.9285714285714215
-2.1724137931034484; 0.41379310344827586; -33.44827586110287; -4.389451765026328e-13; 4.429729845716092; 0.9285714285713761
-2.1724137931034484; 0.5172413793103449; -34.79310344711943; -2.1464311809419685e-14; 4.429331507248696; 0.9285714285713739
-2.1724137931034484; 0.6206896551724138; -36.13793103303345; -1.2341979290416324e-13; 4.429465417514096; 0.9285714285713611
-2.1724137931034484; 0.7241379310344828; -37.48275861877129; -3.970897684742644e-14; 4.429536743922627; 0.928571428571357
-2.1724137931034484; 0.8275862068965517; -38.82758620222046; -1.3114694515555434e-12; 4.4291049649998016; 0.9285714285712213
-2.1724137931034484; 0.9310344827586207; -40.1724137886859; 2.3718064549408763e-13; 4.429125754928286; 0.9285714285712459
-2.1724137931034484; 1.0344827586206897; -41.51724137702819; 8.811099997766776e-13; 4.429522554269071; 0.928571428571337
-2.1724137931034484; 1.1379310344827587; -42.86206896204386; -3.8421118138861254e-13; 4.42957437517762; 0.9285714285712973
-2.1724137931034484; 1.2413793103448276; -44.20689654307561; -1.6667038120014394e-12; 4.428693474422068; 0.9285714285711248
-2.1724137931034484; 1.3448275862068966; -45.551724134697885; 1.8641754806481008e-12; 4.429589650813911; 0.9285714285713177
-2.1724137931034484; 1.4482758620689655; -46.89655171967664; -3.337700486364763e-13; 4.429284503728311; 0.9285714285712832
-2.1724137931034484; 1.5517241379310345; -48.241379302014664; -1.1064852737755852e-12; 4.4285950937616185; 0.9285714285711687
-2.1724137931034484; 1.6551724137931034; -49.586206892225746; 1.269614043527175e-12; 4.430889726842296; 0.9285714285713
-2.1724137931034484; 1.7586206896551724; -50.93103447128773; -1.902811241905056e-12; 4.429158414101172; 0.9285714285711032
-2.1724137931034484; 1.8620689655172413; -52.27586205477604; -5.677310473591509e-13; 4.428804707180358; 0.9285714285710445
-2.1724137931034484; 1.9655172413793103; -53.620689649104214; 2.197945529284577e-12; 4.432881226983771; 0.9285714285712718
-2.1724137931034484; 2.0689655172413794; -54.9655172205627; -3.441802398640441e-12; 4.428246649560019; 0.9285714285709158
-2.1724137931034484; 2.1724137931034484; -56.31034481272041; 1.5679679776781088e-12; 4.432212364747975; 0.928571428571078
-2.1724137931034484; 2.2758620689655173; -57.65517238967721; -1.8727612053718685e-12; 4.427916767069089; 0.9285714285708843
-2.1724137931034484; 2.3793103448275863; -58.99999999859161; 4.971134615061602e-12; 4.433224377214856; 0.9285714285713985
-2.1724137931034484; 2.4827586206896552; -60.34482756968834; -3.0135893780425253e-12; 4.432468369161585; 0.9285714285710868
-2.1724137931034484; 2.586206896551724; -61.68965516543876; 1.966130961742844e-12; 4.428298904861662; 0.9285714285712902
-2.1724137931034484; 2.689655172413793; -63.0344827584942; 1.3157623139174275e-12; 4.432025336645003; 0.9285714285714263
-2.1724137931034484; 2.793103448275862; -64.37931028513164; -1.0482096672130108e-11; 4.4169516681412055; 0.9285714285703419
-2.1724137931034484; 2.896551724137931; -65.72413792713235; 9.844606611390343e-12; 4.431835888128712; 0.9285714285713603
-2.1724137931034484; 3.0; -67.06881137808855; -4.680531229261931e-8; -29.456116043592285; 0.9285714237294315
-1.9655172413793103; 0.0; -25.586206896082135; NaN; 4.429367930640876; 0.9285714285713839
-1.9655172413793103; 0.10344827586206896; -26.931034482674573; 4.680591222013438e-8; 4.429443195494709; 0.9285714285714224
-1.9655172413793103; 0.20689655172413793; -28.275862068772433; -7.619830692343991e-14; 4.429622430304309; 0.9285714285714145
-1.9655172413793103; 0.3103448275862069; -29.620689654868574; -7.61983069234399e-14; 4.429400343709761; 0.9285714285714066
-1.9655172413793103; 0.41379310344827586; -30.965517241014016; -5.2587563933078257e-14; 4.429438549207423; 0.9285714285714012
-1.9655172413793103; 0.5172413793103449; -32.31034482653226; -6.246114736541129e-13; 4.429336363700987; 0.9285714285713366
-1.9655172413793103; 0.6206896551724138; -33.6551724137928; 8.918421556813883e-13; 4.429462598646679; 0.9285714285714288
-1.9655172413793103; 0.7241379310344828; -34.99999999938398; -4.571898415406396e-13; 4.429365053958551; 0.9285714285713815
-1.9655172413793103; 0.8275862068965517; -36.34482758589451; 2.962075029699918e-13; 4.4295800426011915; 0.9285714285714122
-1.9655172413793103; 0.9310344827586207; -37.68965517063585; -7.351526794726246e-13; 4.42928611004522; 0.9285714285713361
-1.9655172413793103; 1.0344827586206897; -39.03448275738156; 3.101593056461143e-13; 4.429357720840597; 0.9285714285713682
-1.9655172413793103; 1.1379310344827587; -40.37931034338193; -1.8030021919912545e-13; 4.429444554145054; 0.9285714285713496
-1.9655172413793103; 1.2413793103448276; -41.72413792855117; -2.9298785619857886e-13; 4.429678231066134; 0.9285714285713192
-1.9655172413793103; 1.3448275862068966; -43.06896551290514; -6.975901338061401e-13; 4.4293445359163925; 0.9285714285712471
-1.9655172413793103; 1.4482758620689655; -44.413793099783746; 3.3698969540788925e-13; 4.429178527438973; 0.9285714285712819
-1.9655172413793103; 1.5517241379310345; -45.758620689647124; 1.412351717059816e-12; 4.430175051760711; 0.928571428571428
-1.9655172413793103; 1.6551724137931034; -47.10344827461646; -4.303594517788649e-13; 4.42960120598273; 0.9285714285713835
-1.9655172413793103; 1.7586206896551724; -48.448275852664864; -2.6798193294060492e-12; 4.428517371774186; 0.9285714285711063
-1.9655172413793103; 1.8620689655172413; -49.7931034441847; 1.8212468570292612e-12; 4.429931491615453; 0.9285714285712947
-1.9655172413793103; 1.9655172413793103; -51.13793102709121; -9.283314857574019e-13; 4.429205506687767; 0.9285714285711987
-1.9655172413793103; 2.0689655172413794; -52.482758609380674; -1.0088226550427235e-12; 4.431533856797895; 0.9285714285710943
-1.9655172413793103; 2.1724137931034484; -53.82758619991706; 1.3286409010030793e-12; 4.430078811814431; 0.9285714285712318
-1.9655172413793103; 2.2758620689655173; -55.17241377280856; -3.3784826788026602e-12; 4.4285224813620205; 0.9285714285708823
-1.9655172413793103; 2.3793103448275863; -56.51724136492365; 1.7128520823916917e-12; 4.435234532820905; 0.9285714285710595
-1.9655172413793103; 2.4827586206896552; -57.86206895160523; 2.747431911605721e-13; 4.4294195406031385; 0.9285714285710879
-1.9655172413793103; 2.586206896551724; -59.20689654494671; 1.7590003527819442e-12; 4.438710371353531; 0.9285714285712698
-1.9655172413793103; 2.689655172413793; -60.55172410746199; -5.065577587023048e-12; 4.427134973566751; 0.9285714285707458
-1.9655172413793103; 2.793103448275862; -61.89655171450497; 4.593362727215815e-12; 4.43198518340996; 0.928571428571221
-1.9655172413793103; 2.896551724137931; -63.24137930882863; 1.7053395732583949e-12; 4.434920196290027; 0.9285714285713974
-1.9655172413793103; 3.0; -64.58620689400527; -1.8566629715148036e-13; 4.435365888292388; 0.9285714285713782
-1.7586206896551724; 0.0; -23.103448275704437; NaN; 4.4294824830686945; 0.928571428571412
-1.7586206896551724; 0.10344827586206896; -24.44827586176873; 1.8137343478959642e-13; 4.429407180713299; 0.928571428571397
-1.7586206896551724; 0.20689655172413793; -25.793103448086484; 1.255662240851052e-13; 4.42944334315711; 0.92857142857141
-1.7586206896551724; 0.3103448275862069; -27.13793103447503; 1.738609256562995e-13; 4.429477411763705; 0.9285714285714279
-1.7586206896551724; 0.41379310344827586; -28.482758620661308; -1.6098233857064773e-14; 4.429476062488752; 0.9285714285714263
-1.7586206896551724; 0.5172413793103449; -29.827586206093834; -6.1065967097799e-13; 4.429310504030077; 0.9285714285713631
-1.7586206896551724; 0.6206896551724138; -31.1724137930619; 6.063668086161065e-13; 4.429498706400712; 0.9285714285714258
-1.7586206896551724; 0.7241379310344828; -32.517241377873056; -9.766261873285962e-13; 4.429167825430691; 0.9285714285713248
-1.7586206896551724; 0.8275862068965517; -33.862068965346026; 8.950618024528013e-13; 4.429513574207515; 0.9285714285714174
-1.7586206896551724; 0.9310344827586207; -35.206896551718955; 1.0410191227568553e-13; 4.429512513225822; 0.9285714285714282
-1.7586206896551724; 1.0344827586206897; -36.55172413790013; -2.039109621894869e-14; 4.429455354594935; 0.928571428571426
-1.7586206896551724; 1.1379310344827587; -37.89655172403953; -2.6830389761774622e-14; 4.429734072454653; 0.9285714285714233
-1.7586206896551724; 1.2413793103448276; -39.24137930957813; -3.5630757603636697e-13; 4.429863782545099; 0.9285714285713864
-1.7586206896551724; 1.3448275862068966; -40.5862068951155; -6.997365649870821e-13; 4.429578881615331; 0.928571428571314
-1.7586206896551724; 1.4482758620689655; -41.93103447953591; -4.174808646932131e-13; 4.429409447995241; 0.9285714285712708
-1.7586206896551724; 1.5517241379310345; -43.27586206086832; -2.111015066456427e-12; 4.4281791701867315; 0.9285714285710525
-1.7586206896551724; 1.6551724137931034; -44.620689648595494; 8.403278073387811e-13; 4.429496662565578; 0.9285714285711394
-1.7586206896551724; 1.7586206896551724; -45.96551720524308; -1.1803225063999891e-11; 4.423127056620923; 0.9285714285699184
-1.7586206896551724; 1.8620689655172413; -47.31034482337902; 1.2985908644698916e-11; 4.430446592758983; 0.9285714285712617
-1.7586206896551724; 1.9655172413793103; -48.6551724070041; -8.607189035577298e-13; 4.4291410336897075; 0.9285714285711727
-1.7586206896551724; 2.0689655172413794; -49.99999999221272; -2.2537527399890632e-13; 4.42907982645268; 0.9285714285711494
-1.7586206896551724; 2.1724137931034484; -51.34482757672057; -4.1855408028368407e-13; 4.429950403340702; 0.9285714285711061
-1.7586206896551724; 2.2758620689655173; -52.68965517167447; 2.884803507186007e-12; 4.433649407419069; 0.9285714285714045
-1.7586206896551724; 2.3793103448275863; -54.034482753072105; -1.4273767353264097e-12; 4.430672989689325; 0.9285714285712569
-1.7586206896551724; 2.4827586206896552; -55.379310332186726; -1.9360809252096565e-12; 4.429645842217009; 0.9285714285710566
-1.7586206896551724; 2.586206896551724; -56.72413792165725; 1.0496048474806232e-12; 4.4283778472124276; 0.9285714285711651
-1.7586206896551724; 2.689655172413793; -58.06896550383901; -9.19745761033634e-13; 4.427805507747191; 0.92857142857107
-1.7586206896551724; 2.793103448275862; -59.41379309084675; 3.5738079162683794e-13; 4.428725158554339; 0.928571428571107
-1.7586206896551724; 2.896551724137931; -60.75862067961438; 7.448116197868635e-13; 4.430641708698845; 0.928571428571184
-1.7586206896551724; 3.0; -62.10344826222578; -7.07249074120379e-13; 4.427403608193962; 0.9285714285711109
-1.5517241379310345; 0.0; -20.620689655025966; NaN; 4.429458408628397; 0.9285714285714087
-1.5517241379310345; 0.10344827586206896; -21.965517239705214; 1.0131155174046096e-12; 4.429153420924435; 0.9285714285712157
-1.5517241379310345; 0.20689655172413793; -23.310344827577552; 2.0530614245709935e-12; 4.429463925264438; 0.928571428571428
-1.5517241379310345; 0.3103448275862069; -24.65517241372645; -7.083222897108497e-14; 4.429520497933416; 0.9285714285714207
-1.5517241379310345; 0.41379310344827586; -25.999999999660073; -2.8332891588434e-13; 4.429539437003554; 0.9285714285713914
-1.5517241379310345; 0.5172413793103449; -27.34482758550129; -3.4342898895071496e-13; 4.429356184839117; 0.9285714285713559
-1.5517241379310345; 0.6206896551724138; -28.689655171298444; -3.4128255776977317e-13; 4.429295325272821; 0.9285714285713206
-1.5517241379310345; 0.7241379310344828; -30.03448275805268; 5.237292081498406e-13; 4.429410377721467; 0.9285714285713748
-1.5517241379310345; 0.8275862068965517; -31.379310344107832; -8.049116928532386e-14; 4.429309250852878; 0.9285714285713664
-1.5517241379310345; 0.9310344827586207; -32.72413793080201; 4.153344335122711e-13; 4.4296952270865875; 0.9285714285714094
-1.5517241379310345; 1.0344827586206897; -34.06896551674818; -1.8244665038006723e-13; 4.429362285093217; 0.9285714285713905
-1.5517241379310345; 1.1379310344827587; -35.41379310009527; -1.9672041773333153e-12; 4.429007312494683; 0.928571428571187
-1.5517241379310345; 1.2413793103448276; -36.75862068834999; 1.4692321433547781e-12; 4.429190996708368; 0.928571428571339
-1.5517241379310345; 1.3448275862068966; -38.103448275009576; 3.380629109983602e-13; 4.429384400076895; 0.928571428571374
-1.5517241379310345; 1.4482758620689655; -39.44827586201916; 5.033381119308918e-13; 4.43165432119072; 0.928571428571426
-1.5517241379310345; 1.5517241379310345; -40.793103448232706; 1.0732155904709848e-15; 4.432930013390921; 0.9285714285714262
-1.5517241379310345; 1.6551724137931034; -42.13793101977825; -7.68315041218178e-12; 4.42687152040537; 0.9285714285706314
-1.5517241379310345; 1.7586206896551724; -43.482758615225194; 4.985086417737724e-12; 4.430850273636412; 0.928571428571147
-1.5517241379310345; 1.8620689655172413; -44.82758620505781; 1.854516540333862e-12; 4.429961811628403; 0.9285714285713389
-1.5517241379310345; 1.9655172413793103; -46.172413790888214; -2.3181456754173274e-13; 4.431528154997892; 0.9285714285713149
-1.5517241379310345; 2.0689655172413794; -47.517241375278566; -6.14952533339873e-13; 4.430301274205882; 0.9285714285712513
-1.5517241379310345; 2.1724137931034484; -48.86206895318578; -3.2443307299937873e-12; 4.428074878342558; 0.9285714285709157
-1.5517241379310345; 2.2758620689655173; -50.20689654540547; 2.54996024295906e-12; 4.429451332552401; 0.9285714285711795
-1.5517241379310345; 2.3793103448275863; -51.55172412712227; -1.5067946890212627e-12; 4.430004408715243; 0.9285714285710236
-1.5517241379310345; 2.4827586206896552; -52.896551707985225; -1.6441662846015488e-12; 4.427432620339935; 0.9285714285708535
-1.5517241379310345; 2.586206896551724; -54.241379286868735; -2.120674006770666e-12; 4.428792678554318; 0.9285714285706341
