# Fermi-Hubbard model DMRG. L=16, N=8
# V; μ; E; k; D; [calculated 2025-05-27T08:19:45.229]
-3.0; 0.0; -21.76393160384053; -11.678864426700935; -659.3843178596313
-3.0; 0.3333333333333333; -24.430598270507183; -11.677052438227648; -726.4049611362142
-3.0; 0.6666666666666666; -27.097264937173886; -11.678872450884999; -793.4256044127953
-3.0; 1.0; -29.763931603840547; -11.677050801994787; -860.4462476893779
-3.0; 1.3333333333333333; -32.430598270507275; -11.678872961992688; -927.4668909659588
-3.0; 1.6666666666666667; -35.09726493717384; -11.677040673157384; -994.4875342425431
-3.0; 2.0; -37.763931603840554; -11.67705604624267; -1061.5081775191245
-3.0; 2.3333333333333335; -40.43059827050727; -11.678869269298394; -1128.5288207957058
-3.0; 2.6666666666666665; -43.09726493717388; -11.67886937587408; -1195.5494640722889
-3.0; 3.0; -45.76393160384057; -11.678863308211653; -1262.5701073488713
-2.3333333333333335; 0.0; -17.470813563408296; -2.379979696823033; -499.1995695278281
-2.3333333333333335; 0.3333333333333333; -20.137480226810556; -2.3799792894911667; -566.2202128864542
-2.3333333333333335; 0.6666666666666666; -22.80414689349583; -2.3799790300683217; -633.2408561625683
-2.3333333333333335; 1.0; -25.470813560832948; -2.3799791634851433; -700.2614994223004
-2.3333333333333335; 1.3333333333333333; -28.137480225695413; -2.3799788275950924; -767.2821427442275
-2.3333333333333335; 1.6666666666666667; -30.804146894361715; -2.379979524891265; -834.3027859705533
-2.3333333333333335; 2.0; -33.470813559875765; -2.379978893853042; -901.3234292761045
-2.3333333333333335; 2.3333333333333335; -36.137480227039255; -2.3799791356554385; -968.3440725401994
-2.3333333333333335; 2.6666666666666665; -38.804146892684756; -2.3799791923213522; -1035.3647158424467
-2.3333333333333335; 3.0; -41.47081355951993; -2.3799789803073987; -1102.385359114794
-1.6666666666666667; 0.0; -14.664024797554378; 1.421454572325174; -301.65929215737947
-1.6666666666666667; 0.3333333333333333; -17.33069146422104; 1.4214545723253462; -368.6799354339618
-1.6666666666666667; 0.6666666666666666; -19.997358130887726; 1.4214545723252314; -435.7005787105435
-1.6666666666666667; 1.0; -22.664024797554358; 1.4214545723255758; -502.7212219871268
-1.6666666666666667; 1.3333333333333333; -25.330691464221065; 1.421454572324944; -569.7418652637077
-1.6666666666666667; 1.6666666666666667; -27.997358130887704; 1.4214545723250591; -636.7625085402909
-1.6666666666666667; 2.0; -30.664024797554408; 1.4214545723245997; -703.783151816872
-1.6666666666666667; 2.3333333333333335; -33.330691464221076; 1.4214545723248868; -770.8037950934545
-1.6666666666666667; 2.6666666666666665; -35.997358130887726; 1.4214545723251164; -837.8244383700377
-1.6666666666666667; 3.0; -38.66402479755444; 1.4214545723243126; -904.8450816466179
-1.0; 0.0; -12.635287384772488; 0.3831550633630219; -84.56406444910542
-1.0; 0.3333333333333333; -15.301954051439171; 0.3831550633629948; -151.5850947440992
-1.0; 0.6666666666666666; -17.96862071810582; 0.38315506336301985; -218.60573802068166
-1.0; 1.0; -20.635287384772468; 0.3831550633630532; -285.62638129726446
-1.0; 1.3333333333333333; -23.301954051439182; 0.3831550633630073; -352.64702457384504
-1.0; 1.6666666666666667; -25.968620718105846; 0.3831550633629823; -419.66766785042796
-1.0; 2.0; -28.635287384772486; 0.3831550633630282; -486.6883111270106
-1.0; 2.3333333333333335; -31.301954051439168; 0.3831550633630449; -553.7089544035929
-1.0; 2.6666666666666665; -33.96862071810579; 0.3831550633630741; -620.7295976801756
-1.0; 3.0; -36.635287384772504; 0.38315506336297395; -687.7502409567571
-0.3333333333333333; 0.0; -10.86398490072676; 0.2056373385566124; -9.36962175033843
-0.3333333333333333; 0.3333333333333333; -13.530651567393411; 0.205637338556619; -20.450540922750218
-0.3333333333333333; 0.6666666666666666; -16.197318234060088; 0.20563733855661478; -45.58328215605746
-0.3333333333333333; 1.0; -18.86398490072677; 0.2056373385566124; -80.06606942893518
