# SFH Charge gaps. μ0=0.0, nsweeps=20, cutoff=[1.0e-8]
# L; V; hΔ-1; hΔ+1; hΔ-2; hΔ+2; uΔ-1; uΔ-2 [calculated 2025-06-01T19:39:03.532]
6; -2.0; 2.4219793666965646; -1.5780206333034368; 3.999999999999999; -4.000000000000003; 1.9999999999999982; 4.421979366696564
6; -1.793103448275862; 2.267904363333202; -1.3183025332185236; 3.756772774341301; -3.4156410187621473; 1.5862068965517242; 3.683545382095348
6; -1.5862068965517242; 2.1155646278204334; -1.0568491652830145; 3.523272411943225; -2.821555174263672; 1.1724137931034484; 2.937119802084106
6; -1.3793103448275863; 1.964746914753074; -0.7938737749020977; 3.2989235113660014; -2.218317867944343; 0.7586206896551735; 2.1830647826974188
6; -1.1724137931034482; 1.8153490882213172; -0.52947849798558; 3.0831556154808375; -1.6064995569329543; 0.3448275862068968; 1.4218486451542711
6; -0.9655172413793104; 1.6673747061843343; -0.2636597765742863; 2.875433028520682; -0.9866359369965583; -0.06896551724137723; 0.6540106431808947
6; -0.7586206896551724; 1.5209174208677165; 0.0036760415573722227; 2.67527373845752; -0.3592090201631688; -0.4827586206896548; -0.11987355896911378
6; -0.5517241379310345; 1.3761408200596934; 0.2726925441976249; 2.4822590804630824; 0.2753625287389445; -0.8965517241379306; -0.8992217086792502
6; -0.3448275862068966; 1.233257996293669; 0.5436028238798789; 2.296036357989432; 0.9167260131618455; -1.3103448275862069; -1.6834680168681735
6; -0.13793103448275862; 1.0925133672019163; 0.8166512982363963; 2.1163165692723727; 1.564592431341338; -1.7241379310344829; -2.4720790641394244
6; 0.06896551724137931; 0.9541677601217224; 1.092098794604481; 1.942869008776188; 2.2187310777417055; -2.137931034482758; -3.2645633176199826
6; 0.27586206896551724; 0.8184867765019423; 1.3702109144329793; 1.7755140594501129; 2.878962335312182; -2.5517241379310347; -4.0604755588102375
6; 0.4827586206896552; 0.6857319441577228; 1.6512491855370348; 1.614115086707246; 3.545149569465867; -2.9655172413793105; -4.859417625308143
6; 0.6896551724137931; 0.5561540085525789; 1.935464353380165; 1.4585700348128576; 4.21719072446803; -3.3793103448275863; -5.6610367159154515
6; 0.896551724137931; 0.4299877598746211; 2.223091208150483; 1.3088031132575637; 4.895010009809289; -3.7931034482758617; -6.465022249934667
6; 1.103448275862069; 0.30744792887709504; 2.514344480601232; 1.1647568277398188; 5.578549931188094; -4.206896551724139; -7.271102002311001
6; 1.3103448275862069; 0.18872584183679164; 2.809415497009205; 1.026384535140641; 6.267763845485469; -4.620689655172414; -8.079038003648678
6; 1.5172413793103448; 0.07398666677258658; 3.108469425393278; 0.8936436629556856; 6.962609180197065; -5.034482758620689; -8.888622513424474
6; 1.7241379310344827; -0.0366328069336479; 3.4116430551353165; 0.766489713289692; 7.663041437427625; -5.448275862068964; -9.699674244361272
6; 1.9310344827586208; -0.14302583992123674; 3.7190431255960057; 0.6448711563174052; 8.369009087351888; -5.862068965517243; -10.512034927273126
6; 2.1379310344827585; -0.2451168115460578; 4.030745257419458; 0.5287252991126532; 9.080449437043685; -6.275862068965518; -11.325566248589745
6; 2.3448275862068964; -0.34286162501275586; 4.346793547401036; 0.41797518824673685; 9.797285533074321; -6.689655172413793; -12.140147158087078
6; 2.5517241379310347; -0.43624740538878504; 4.667200870473282; 0.3125275677427217; 10.51942411946686; -7.103448275862068; -12.955671524855646
6; 2.7586206896551726; -0.5252914810455613; 4.991949898264783; 0.212271870235073; 11.246754628855763; -7.517241379310345; -13.772046109901325
6; 2.9655172413793105; -0.6100396816316445; 5.320994801126979; 0.1170801731167368; 11.97914913863398; -7.931034482758621; -14.589188820265623
6; 3.1724137931034484; -0.6905640286489638; 5.654263557557934; 0.02680800860334709; 12.71646318101714; -8.344827586206897; -15.407027209666104
6; 3.3793103448275863; -0.7669599312341939; 5.991660758420976; -0.0587041177841896; 13.458537261526157; -8.758620689655169; -16.22549719276035
6; 3.586206896551724; -0.839343025008727; 6.333070768094718; -0.1396286680142247; 14.205198918192673; -9.172413793103447; -17.044541943201402
6; 3.793103448275862; -0.9078458034590309; 6.678361093092696; -0.21614864750651974; 14.956265145596921; -9.58620689655173; -17.864110949055956
6; 4.0; -0.9726141892661095; 7.02738581073389; -0.28845498672802283; 15.711545013271977; -10.0; -18.684159202538087
10; -2.0; 2.2570132645908334; -1.7429867350625283; 4.0; -4.000000000000007; 2.0000000000000036; 4.172822882198368
10; -1.793103448275862; 2.0885704208021263; -1.4976364830773825; 3.683868808663238; -3.4885449844402157; 1.586206896551726; 3.391024243765223
10; -1.5862068965517242; 1.9177860797224415; -1.2546277835216308; 3.376936707416408; -2.9678908787904934; 1.1724137931034448; 2.5999554566432774
10; -1.3793103448275863; 1.7462745370172312; -1.0123461471457418; 3.0773413186710554; -2.439900060639289; 0.7586206896551726; 1.8015704508684145
10; -1.1724137931034482; 1.5748183518302685; -0.7700092340341236; 2.7842369669412097; -1.9054182054725946; 0.34482758620689324; 0.9975128094266328
10; -0.9655172413793104; 1.4038272514689263; -0.527207233472673; 2.4972235565968584; -1.3648454089203899; -0.068965517241379; 0.1890813831625362
10; -0.7586206896551724; 1.2335496177123062; -0.2836917657226268; 2.2161235892175366; -0.8183591694031502; -0.48275862068965303; -0.62273060876438
10; -0.5517241379310345; 1.0641661215547185; -0.039282159795622995; 1.9408907558767519; -0.26600579584738515; -0.8965517241379279; -1.4371744491158625
10; -0.3448275862068966; 0.8958320011845213; 0.20617682527927084; 1.6715618219491422; 0.29225147712155586; -1.3103448275862042; -2.2536873787183525
10; -0.13793103448275862; 0.7287020619806484; 0.45283999195976854; 1.4082291334243413; 0.8565049954933022; -1.724137931034482; -3.0718448095804884
10; 0.06896551724137931; 0.5629460488523339; 0.7008770829718838; 1.1510218667908196; 1.4268839357563383; -2.1379310344827585; -3.891323974139857
10; 0.27586206896551724; 0.3987594440682196; 0.9504835727365126; 0.9000937950612231; 2.0035420709232916; -2.551724137931034; -4.711877159609094
10; 0.4827586206896552; 0.23637106189320267; 1.201888285389761; 0.6556164504805775; 2.5866509332391976; -2.9655172413793083; -5.533312267094396
10; 0.6896551724137931; 0.07604747176849269; 1.4553578117418544; 0.41777488530063067; 3.1763955749558; -3.379310344827585; -6.355478738708611
10; 0.896551724137931; -0.08190589256383252; 1.7111976112244194; 0.18676582074106207; 3.772972717292787; -3.793103448275861; -7.17825732527738
10; 1.103448275862069; -0.237146069262554; 1.96975052396862; -0.03720358056748019; 4.3765895228807965; -4.206896551724139; -8.001552625440423
10; 1.3103448275862069; -0.38929600837102196; 2.2313936246253303; -0.2539160299223546; 4.9874632804224746; -4.620689655172409; -8.82528757610592
10; 1.5172413793103448; -0.5379511978451603; 2.4965315385709395; -0.46314649638368266; 5.605819020857693; -5.034482758620694; -9.649399361957036
10; 1.7241379310344827; -0.6826883359560956; 2.765587515071068; -0.664665769296513; 6.231885954841417; -5.448275862068964; -10.47383646905662
10; 1.9310344827586208; -0.823076498506671; 3.038992465869548; -0.8582463687116704; 6.865891562322816; -5.862068965517238; -11.298555932791094
10; 2.1379310344827585; -0.958689907915649; 3.3171721572206723; -1.0436709196121514; 7.508053218318884; -6.2758620689655125; -12.123522017656343
10; 2.3448275862068964; -1.0891234133017695; 3.6005317518914266; -1.2207428369516604; 8.158567507875922; -6.689655172413797; -12.94870473186156
