# SFH Charge gaps. μ0=0.0, nsweeps=20, cutoff=[1.0e-8]
# L; V; hΔ-1; hΔ+1; hΔ-2; hΔ+2; uΔ-1; uΔ-2 [calculated 2025-06-01T20:39:25.352]
34; 0.896551724137931; -0.6542362644264443; 1.1388671643666477; -1.187809059959374; 2.3983978250239115; -3.793050407001825; -7.551515808354651
34; 1.103448275862069; -0.8458355255733174; 1.361061004563119; -1.5378448539522367; 2.875948249336801; -4.206843510450099; -8.379004269791682
34; 1.3103448275862069; -1.0363016530797111; 1.5843879993756396; -1.883241318249457; 3.358137991628798; -4.620636613898391; -9.20650430660006
34; 1.5172413793103448; -1.2252911949724528; 1.8091915754670325; -2.2231713568541984; 3.845794161032593; -5.034429717346619; -10.034013957783316
34; 1.7241379310344827; -1.4123083247124306; 2.035967534982273; -2.556602385072331; 4.339949338147758; -5.448222820794939; -10.861531674402528
34; 1.9310344827586208; -1.5966414308400552; 2.2654275423677817; -2.8822520166452072; 4.841885915527758; -5.862015924243138; -11.689056348633777
34; 2.1379310344827585; -1.7772866320158656; 2.498575455022774; -3.1985385324812476; 5.353185608080189; -6.27580902769148; -12.516586921720439
34; 2.3448275862068964; -1.9528692214738577; 2.7367859688359033; -3.503538838183843; 5.875771506643744; -6.689602131139722; -13.344122530657145
34; 2.5517241379310347; -2.1215957150249363; 2.9818525439066708; -3.79497998511488; 6.411916567092975; -7.1033952345879925; -14.171662618996308
34; 2.7586206896551726; -2.281301760052898; 3.2359396425688782; -4.070323908854192; 6.964158849806831; -7.517188338036306; -14.999206541318244
34; 2.9655172413793105; -2.429675799183949; 3.5013587081115576; -4.327021246912208; 7.5350477035942145; -7.9309814414846045; -15.826753864054481
34; 3.1724137931034484; -2.5646951445784794; 3.7801327903549105; -4.56296117558899; 8.126693997395448; -8.344774544932903; -16.65430419343356
34; 3.3793103448275863; -2.6851439602923683; 4.073476624871475; -4.776989137317685; 8.740252241910678; -8.75856764838116; -17.48185719362702
34; 3.586206896551724; -2.790927593313217; 4.381486162309349; -4.969205773620899; 9.375621812007623; -9.172360751829544; -18.30941257938882
34; 3.793103448275862; -2.8829775515457; 4.703229779204616; -5.140848438186538; 10.03156535446233; -9.586153855277658; -19.136970096984243
34; 4.0; -2.962853247119426; 5.037147158172155; -5.293862414779836; 10.70613758818471; -9.999946958725886; -19.964529539403742
# [finished at 2025-06-01T22:20:31.155]
